PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-0.9076593631880779,1.179237377544197,-0.6482624691023641,-0.3809383166589699,-0.056839065189106586,-0.082912032345217,0.015958918958002267,0.10136568583355599,0.024437944397950648,-0.18980895655397378,-0.20886874198260114,-0.23418291272064112,-0.6370183042401305
-0.25340330403142225,0.24521722874674665,0.4119319990222578,0.3926866208357531,0.3025455581571966,-0.5371815578929998,0.7448190281596309,-0.14198320968452055,-0.05049693461405192,0.05887808877893412,-0.03847913303341066,0.2546896586350019,0.06164745247055799
-0.055946468753533284,-0.7434602985022386,-0.6810244570522762,0.6627402587845864,-0.3741021413124801,0.2079619086486283,-0.03217001819767072,-0.17619426220983422,-0.6042932724403801,-0.06988113025100112,0.5567846223902142,-0.7879259295778027,0.3244210908587576
-0.5014655132782171,-0.07508438794180541,0.20806567447837823,-0.11625146844524417,1.3483700639631697,-0.028485864401657648,-0.32264036693275044,0.028460096864141495,-0.23808458925234005,0.1698255463623142,0.1144972853288252,-0.034105049328613725,-0.09135910207709759
0.6711719852458913,-0.10074034878779138,0.04067384963296092,-0.06680616015663057,0.08124825678363426,-0.13900757747647605,-0.07969116677171212,-0.22960749236532435,0.3200536307940121,-0.03750504176329461,-0.3180745848188087,0.012332818149750645,0.09255473908221015
-0.38091735204472255,-0.8186830163639081,-0.44713107805548236,0.0227722274288685,-0.16908249274385914,0.35832401339446607,0.12224765934162775,0.05621607617813405,0.06768610581558547,-0.09459031879373392,0.07128951291836463,-0.08348849134966149,-0.054018079426523875
-0.5237530026865055,0.25452927813857473,1.1276680718877277,-0.04575245795647244,-0.20280640540308964,0.0985885310920991,-0.08287628491125532,-0.06967041872276133,-0.05036872385570897,0.009358538193189828,0.08824043772445735,-0.045102571567875914,-0.07426822983028801
0.07854021125804282,-0.554449083902643,-0.1987978994545765,0.2471572920616431,-0.15093022034283773,0.30649958991146853,0.2467097506931742,0.40714620703363635,0.06399921656093678,-0.00750328161625431,-0.21501780117313987,0.1424181338089792,0.2611721104045191
-0.43035827265922283,0.3255845990502097,1.2134678027428767,0.01977542766264743,-0.19920857279581844,0.08910570314947881,-0.058550336138893766,0.009029185105240619,-0.033144486580655205,0.0329098811537119,-0.0022102508761922724,0.015490039319593226,0.008745321672984073
-0.3982056793856068,-0.6957202631064969,-0.2725154865162202,0.14916332005204136,-0.10336847229043503,0.2516577953020831,0.14673798803635013,0.12461359274257196,0.20667504473395498,-0.0658646450625821,-0.2087675515720233,0.03763010770117814,0.12749227529969354
-0.94432866490453,-0.6116222430780788,-0.12178992236711232,-0.2579049498513773,0.06813282287655013,-0.28610834784756156,0.01052085289373387,0.0439651310947297,-0.18927667392443778,0.2652482320884605,-0.010170777358445932,-0.00395821437948475,-0.006851715057363711
1.0125755879525709,0.35121643345333753,-0.47021447052966736,0.14618234345873637,-0.21219435424837363,-0.09228324127531691,-0.3127100054150704,0.0811692203001131,0.08191537746917728,0.0659164506963464,-0.007566480505161544,0.005817698885605671,-0.5072066680006099
-1.0041781676620531,1.4029938572364007,-0.8174552663187122,-0.5827286623077125,-0.058603669462979485,0.11992147899482347,-0.00042212184603017443,-0.4241633115723015,0.04974385706384789,-0.054010780947726836,0.09729858607761298,0.03768165509393569,0.04700148953888651
-0.9252845259241347,-0.5927574463652368,-0.1072542087247354,-0.2478475170514404,-0.12127051649243319,-0.3510108086572367,0.10218340022928471,0.015907135244876233,-0.07818576844224692,-0.04139825098516413,0.032460579266172206,-0.004904143681497042,0.00027847886031534286
-0.720815427475838,-0.7138199005549756,-0.26111700841054775,-0.07545657611345141,-0.11806650967660635,0.006311684330144286,0.10045800945554262,0.0031795574539714563,0.0757155922498909,-0.07429293167077078,-0.031079925746068365,-0.03642028912532841,-0.004962547076719315
-0.9986248177808391,1.4035599543772117,-0.8187189800952731,-0.5842192641192128,-0.06505914546768182,0.11948913517287635,0.002639260046085622,-0.4228508311997434,0.04790101962371614,-0.06141103873054044,0.10343006936098625,0.03698704223532952,0.04573854220877073
-0.37092070679090683,-0.1815780005527862,0.07334842460607499,-0.0038605102163573207,1.3472613697817855,0.2462340446313817,-0.33033849998341946,-0.0030448556377024472,-0.12806825583299883,0.13920780845456707,0.09209121279040076,-0.07350844968354527,-0.11679690028229528
-0.6145283611935787,-0.7806298624250111,-0.3551173421810215,0.009467625248308291,-0.06215218926231866,0.22474643494302424,0.07293336178024735,-0.004276757122486938,0.12372485009282035,-0.002952583722389541,-0.06869711094954954,-0.050635161298574684,-0.006658685087422684
