PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
-0.9154189150865839,-0.586488085670954,0.16030954619227608,-0.3170270807107228,-0.1563495331561303,0.3103123144886968,-0.08383966934939349,0.10499129918519917,-0.004853571667686246,-0.044863755221564196,0.020848904925264315,-0.0039575338508601775
-0.8748692105830516,1.296395879621263,0.28401996148847153,-0.173752046724186,-0.027581840511115646,0.12711813686123963,-0.01860000027936202,0.2299480730330348,-0.16571500740752335,0.19171022175457875,-0.3167473109162129,0.2814764051791496
-0.38602108906568283,0.6232287774209209,-0.12699308230405817,1.254230985796623,-0.1606737705583761,0.8304830148168312,-0.21899034313276175,0.10201374856914149,0.15790564807156804,-0.10123916463476046,0.19497962309498051,-0.05495077463619048
0.26628242982394934,1.3554020839892003,0.6063954283552543,0.1716552766483394,-0.10891885055769106,-0.7132872366383732,-0.1722349975758226,1.0569048126997187,-0.2147936722247785,0.045216706615299966,-0.27928469498481295,-0.23465968381318686
-0.921255770885804,-0.5890437642413942,0.16852878936830548,-0.3123101745443906,-0.11222171127433853,0.29803428250097946,-0.038776866671775864,0.11520471655919118,0.08009112432324393,-0.04695576562345411,0.0047205414722684335,-0.0025498615952651614
-0.9227477836452217,-0.5899545118116316,0.17064605672093133,-0.3108754972405029,-0.10016959874707879,0.29478583580132506,-0.026410010845005633,0.11819884858624576,0.10328740491201237,-0.04727709406881043,0.00022377405060935453,-0.002131222408380879
-0.020510260146252877,-0.12691049040178637,1.0399016126853486,0.9978679375775585,-0.6297629059719453,-0.17556016036461827,0.7317289478438002,0.40477242934735036,-0.293451644297007,-0.396853549283242,0.4762391083963304,0.1607231897627517
0.33001327364543237,0.08702279502194843,-0.33796373047568407,-0.37303024123970335,-0.024459188828865462,0.7305897195747517,0.07448561718362504,-0.11854345393198006,0.074981429312864,0.07452683362230239,0.04063160767670993,-0.1407395448565916
-0.46262970749841004,-0.7548989241727294,0.5453375572218517,-0.028628096545838328,-0.04248172324412486,-0.35054481037775886,-0.12170417301604665,-0.06650370831153862,-0.07051764914908393,0.043048290262677334,-0.09286789713357496,0.03474224767737293
-0.914948160639127,-0.5874957374829359,0.15972335105690313,-0.3163281956348223,-0.156268202232781,0.3107842497459623,-0.0834766667515564,0.10597495640332372,-0.004714286594688288,-0.04368886166152842,0.020386325805580575,-0.003793813441313414
-0.920889198423625,-0.5884602784368755,0.1679858655661449,-0.3129825350556588,-0.11626167403991097,0.29898600494051275,-0.0429999860023207,0.11393343443402731,0.0723203404955995,-0.04717501546390083,0.006347958146066929,-0.002734885882434067
-0.9665122349985178,1.5855653837268018,0.3998388112467969,-0.3207722742530465,0.011334781254223427,-0.0551487054735766,-0.06445274759120416,-0.22489106073516196,0.027223786775594585,0.06413199597862819,0.14485862294978802,-0.14247057477320535
-0.9018259913155889,-0.5807250957432302,0.1485723787570182,-0.30663797406309573,-0.1566285048656687,0.3111483671135472,-0.0853018072464893,0.11491207793739597,-0.0008349713692836007,-0.02865537994000214,0.029727504848742207,-0.019398265866387692
-1.109605234423165,1.5471427343104618,0.5267075440268676,-0.4363866001855233,0.012594903923871628,-0.07211218107819513,-0.05668248736525503,-0.341121334544551,-0.01508216150181253,-0.11779932795821849,0.06558258341179088,0.007204408352583796
-0.6815693272971858,-0.6952889715469954,0.3789049515786807,-0.1268937504747704,-0.09101142465588338,-0.07846380066146734,-0.1289261122469597,-0.04599149566932661,-0.08858895113782587,0.050229119081249086,-0.04322078589070098,-0.006919858396630123
-1.092848224758422,1.5447648498438018,0.511116836878473,-0.42008349495737457,0.016965876905025178,-0.06868833646338597,-0.05119898644802782,-0.32255184453125624,-0.0022481393282807044,-0.09256000113594133,0.06936442326384218,-0.006823396304173991
-0.43135959973148985,-0.11839082612596859,-0.2641706325864475,0.04960576907908244,1.2995504391367745,0.17438135959153303,0.3730083428267358,0.16842133420772618,0.29588803335543806,-0.12351167989043127,-0.05790221717145928,0.054918482192741556
-0.7978997993327591,-0.6541996169901403,0.29101608665583517,-0.20359641937773343,-0.03361854451512584,0.0803900165407187,-0.015872034556432248,0.051849706331766866,0.12136933301691684,0.005424713859360211,-0.047849834362669166,-0.0006206123563561949
-0.9157327513848886,-0.5858163177962993,0.16070034294919142,-0.3174930040946564,-0.15640375377169646,0.3099976909838531,-0.08408167108128489,0.10433552770644947,-0.004946428383018222,-0.04564701759492138,0.021157291005053484,-0.004066680790558029
-0.8663643507754089,-0.6356622112694061,0.24776458684355537,-0.23927673698240565,0.023659254386292572,0.15821905445922146,0.07029436896593931,0.10596427296184144,0.281307869354517,-0.014540992531571956,-0.0575671786955889,0.0008356065007203594
-0.05013906466185226,0.0021789029872521736,-0.37634235353683,0.18484980374631482,0.20228129752337398,0.045289520440656886,-0.2231638524875126,0.07166008813392462,-0.055883969153416764,0.34426226004955407,0.17682448553187247,-0.31350557844099025
-0.5688658430156855,-0.7466515931555946,0.47517491132997214,-0.04217868917421281,-0.06407555885838592,-0.2499887446582551,-0.14711998390429823,-0.10174534511004885,-0.124259354408993,0.09097315080019619,-0.07483257051192363,-0.0031769864030492855
-0.12217837287272976,-0.19117409164780866,-0.10204345963820836,0.20490638933855998,0.9656719441396104,-0.13829559316500453,-0.09168535838183041,-0.09122458010209446,-0.565246725937323,-0.014128802626355602,0.031500799085531876,0.028665669168242723
-0.9206010850360222,-0.5877088506636933,0.16754064095321317,-0.3137713764129105,-0.12031519195937503,0.29985907150383506,-0.04728360576583837,0.11249820943917599,0.06452634248912205,-0.047590080897686855,0.00805247133981273,-0.002947196904527415
-0.18742359997888686,-0.22302923588183224,-0.04819676601219167,0.15582970899115411,0.966768651325286,-0.13840765473314334,-0.0825993033230656,-0.1345978205713671,-0.583631033825824,-0.0892400417103304,-0.01170828433039805,0.10483937993921293
-0.9565963004118556,-0.6274149124839784,0.22138364460971371,-0.258677442748387,0.24628194878608872,0.20776615634950915,0.3323325803366775,0.21856739783767365,0.7708866928641226,-0.03815696425193325,-0.1325099080544349,0.008491062672614739
-0.9449221917508718,-0.6150012905478891,0.20284048985845082,-0.2793172197527054,0.11347399744205876,0.24159159083867965,0.1952977985198205,0.1798388007808719,0.5143264515180138,-0.04251039829200979,-0.0833309314625563,0.006720029089213405
-0.9156542923103125,-0.5859842597649629,0.1606026437599626,-0.317376523248673,-0.15639019861780493,0.310076346860064,-0.08402117064831204,0.1044994705761369,-0.004923214204185225,-0.04545120200158207,0.02108019448510619,-0.004039394055633587
1.1703433055564327,-0.011423061388336393,0.10593734021998288,-0.12748598265560138,-0.03810990892536422,-0.0364408089022263,0.0023886303092465356,-0.018356794644770028,-0.004849886154313471,-0.021623576317644846,0.026925328788280408,-0.015269377489153847
-0.5749809906958653,1.5741571716294878,0.43331819012559925,0.046767195488707974,0.4494127018769905,-0.4442508963915112,0.2906277738428975,-0.037098037716786755,0.8115925256957371,0.39236209647530657,0.09911665182371945,-0.386528201383393
-0.12008596492440862,-0.011061459431358906,-0.9826350335255122,0.29779785256267743,-0.12352905317287464,-0.49402575376403335,0.033096224138738466,-0.11805436532268908,-0.04779137098967156,0.14560001601997352,-0.02536262332378948,-0.07061911069999559
-0.6557697957822872,-0.715187712912525,0.4137857785506749,-0.09518426005320653,-0.03808009864545021,-0.14000178243860442,-0.08856339798498053,-0.05299826387188019,-0.014074071693044473,0.06443229175981008,-0.06781300757796378,-0.005793512996951943
-0.6733821203182309,-0.6978429940932482,0.3873462816293134,-0.12153143818081827,-0.08927775510744093,-0.0926426093615182,-0.1306354384351649,-0.05232261362126946,-0.09125589474497257,0.05162878511507089,-0.041415646340310294,-0.007391804192442846
-0.45931948538699535,-0.7698366963086626,0.5702276534558565,-0.0119801589699408,0.08254399203814039,-0.3887197626699485,0.012580601867717494,-0.016512429033513916,0.1786853061346329,0.035442958327420886,-0.1455626490111819,0.04854417056986958
-0.7699847990545611,-0.6544429373779451,0.29325951726907873,-0.20028660667217757,-0.1168889030525934,0.07337730838831424,-0.11067423187237664,0.016258196593927295,-0.055540201960507636,0.013700906131271251,-0.019416546847799972,-0.004387009501920979
