PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-0.37201831164804755,1.1086282424292682,0.2347303784719554,0.11581729551795138,-0.0178357192250185,-0.32038820731918205,0.1030697900016477,0.7533578943554754,-0.7630469275402908,-0.521881353625993,-0.23949015785891403,0.7248269371387448,-0.17885725590575216
-0.6107621237957772,-0.7732851114711384,0.3048076184555166,0.03320640832206659,-0.11409975257634873,0.22012720756204818,-0.09224386005685395,-0.05759717849660246,-0.14648628433105823,0.04552083324416884,-0.033351380855513126,-0.03147650814733407,0.0014023277349463552
0.2159775647780899,-0.01574399445605712,-0.19542133462389547,0.32003562377040795,0.17076378493078487,0.296287935472743,-0.1864004965999917,0.04298928253153766,-0.3799015942164664,-0.07802225609838612,0.06804541254800058,-0.27567599724010966,-0.40106554621408413
-0.9406098198689785,-0.5256178957436233,0.05433194515259805,-0.2542730834323278,-0.10038041086388604,-0.34462705057280446,-0.07391269096925622,0.09397652198915288,0.03457873423627048,0.05101283997201934,0.01123218401919338,0.03801691369648463,0.005046610501288292
-0.9413786126223666,1.4106137837012789,0.9245861419486451,-0.4827269266031023,0.009670549471734367,0.08681928704601172,-0.07789159859892925,-0.389838505830717,0.04661110377897738,-0.023700541760380445,0.04740525679126456,0.0429178717249103,-0.05241606078793589
-0.9474970689729034,1.4282502193728015,0.9396525435592745,-0.4962570720722153,-0.001882592471904565,0.09123479064552338,-0.09145038723090808,-0.42051653041021964,0.04793524886190394,-0.01489179103217454,0.06716137732424286,0.05754442726368318,-0.06948949531156919
-0.9406098198689704,-0.5256178957436407,0.05433194515261009,-0.25427308343233146,-0.1003804108638814,-0.34462705057280413,-0.07391269096925782,0.09397652198915232,0.034578734236259255,0.05101283997201954,0.011232184019195615,0.038016913696484585,0.005046610501294746
0.45159459219660325,0.482928927410463,0.21695179225414107,0.013911205901350459,-0.12176980302831183,-0.5793439256718835,0.39664805506513956,-0.023897873686873867,-0.30809486696746585,-0.17169296260671504,0.09898146314918084,-0.23844420970342542,0.30680742273223954
-0.9792981127049045,-0.5773690570302155,0.09046024287335531,-0.2259721171116446,0.3821661368724147,-0.23048659178579856,0.27783927014961907,0.19784275872811186,0.5224102329643219,-0.4849150053605866,-0.23417546309797332,-0.0865572520040018,0.035740465351293556
-0.5389389119074727,-0.8067678963216048,0.3475174954960311,0.06119613078227878,-0.12333117221730659,0.2997870550210574,-0.09555891056202391,-0.06130264871704277,-0.14572313646910418,0.05247868616907363,-0.03511867054009404,-0.017332305446055015,0.011319170949760975
